"","Variable","Period","Catchment","Iterations","CI_per","Obs_ave","Exp_ave","Ave_sig","Obs_SD","Exp_SD","SD_sig","KS_D","KS_pval"
"1","elev_av","LBA","ISA",5000,14.8,387.988667816667,435.003169372113,"0.013",17.1660389557642,44.89271510084,"0.023",0.631,"0.017"
