"","Variable","Period","Catchment","Iterations","CI_per","Obs_ave","Exp_ave","Ave_sig","Obs_SD","Exp_SD","SD_sig","KS_D","KS_pval"
"1","view_seu","mound","ISA",10000,31.2,0.289707733043046,0.137004481501271,"0.00",0.407339012232071,0.287393739273381,"0.00",0.179668108774014,"1.1e-07"
